time,position,incremental_distance,incremental_gap,speed,acceleration,fuel_rate,infeasible_flag,space_gap,chunk_num
1627903899.9,53.469186914893186,,,24.375177634472763,,,0.0,46.35861816782631,0
1627903900.0,55.73286706493307,2.2636801500398818,-0.3586181678263074,24.383510494326103,0.08332867800181872,3.7827536437417844,0.0,46.0,0
1627903900.1,58.35424561125234,2.6213785463192707,0.0,24.474972906526517,0.914624994258508,5.787092789544419,0.0,46.0,0
1627903900.1999998,60.950774274317666,2.596528663065328,0.0,24.573974882743666,0.9900207063288127,6.065767530488758,0.0,46.0,0
1627903900.2999997,63.552683070176826,2.60190879585916,0.0,24.66888785401788,0.9491306179036137,5.962641348869091,0.0,46.0,0
1627903900.3999996,66.15230393585144,2.599620865674609,0.0,24.690702447774857,0.21814614561016324,3.809371869443762,0.0,46.0,0
1627903900.4999995,68.74296790235526,2.5906639665038256,0.0,24.625216333014656,-0.6548617721268656,1.6683502254840639,0.0,46.0,0
1627903900.5999994,71.12620441455009,2.383236512194827,-0.20134576562147544,24.61855840565468,-0.0665793370947466,3.2891144993157453,0.0,45.798654234378525,0
1627903900.699999,73.18328340110646,2.0570789865563768,-0.5028099720441404,24.68404213650521,0.6548394942678963,5.627974078077072,0.0,45.295844262334384,0
1627903900.7999992,75.46078363476614,2.27750023365968,-0.2958442623343842,24.72023553864194,0.3619335036172884,4.516117940041994,0.0,45.0,0
1627903900.8999991,78.0349979554336,2.5742143206674513,0.0,24.836531831911945,1.1629640417889777,6.748374737622143,0.0,45.0,0
1627903900.999999,126.32136038352411,48.28636242809051,45.741526383599265,24.94970984140853,,,0.0,90.74152638359926,1
1627903901.099999,231.31410552669772,104.99274514317361,102.43614701759846,24.99841368117726,,,0.0,193.17767340119772,2
1627903901.999998,265.04250917345877,-45.429236059489995,-47.962839415025,25.254414439948278,,,0.0,204.037160584975,4
1627903902.099998,166.50364104026062,-98.53886813319815,-101.09478640268924,25.556926303756374,,,0.0,102.94237418228576,5
1627903902.199998,112.10845070322983,-54.39519033703078,-56.94237418228576,25.82554330201866,,,0.0,46.0,6
1627903902.2999978,114.65557032334851,2.5471196201186785,0.0,26.00863689852986,1.8309377112302962,9.901637428587534,0.0,46.0,6
1627903902.3999977,117.21624536649688,2.5606750431483647,0.0,26.11006016536377,1.0142336355876524,6.682597437605788,0.0,46.0,6
1627903902.4999976,119.76264503509543,2.5463996685985535,0.0,26.076524513245488,-0.33535684100402297,2.631925503864282,0.0,46.0,6
1627903902.5999975,122.3201163014473,2.557471266351868,0.0,26.10681883031786,0.3029434596331119,4.3583125964142555,0.0,46.0,6
1627903902.6999974,124.8775986141335,2.5574823126862043,0.0,26.09087236952961,-0.15946475995994389,3.0958180984634565,0.0,46.0,6
1627903902.799997,127.42635352722608,2.54875491309258,0.0,26.153710082362167,0.6283792257675246,5.373955383286033,0.0,46.0,6
1627903902.8999972,129.97750352912917,2.551150001903082,0.0,26.24932068847075,0.9561046933670915,6.522707770255699,0.0,46.0,6
1627903902.9999971,132.52304116241515,2.5455376332859885,0.0,26.33156645318267,0.8224584314766904,6.079550713626964,0.0,46.0,6
1627903903.099997,135.08290681517428,2.559865652759129,0.0,26.31464231617673,-0.16924153146070492,3.10651349241812,0.0,46.0,6
1627903903.199997,137.83664635611663,2.753739540942348,0.22007472483085877,26.31464236619121,5.001452914283155e-07,3.3489144163231814,0.0,46.22007472483086,6
1627903903.2999969,140.88288702179955,3.046240665682916,0.49828037849493256,26.331308903246676,0.1666655294992744,3.591375077364495,0.0,46.71835510332579,6
1627903903.3999968,143.71244304783858,2.829556026039029,0.28164489667420867,26.400982126532245,0.6967328973119642,7.346127143079791,0.0,47.0,6
1627903903.499997,146.25724545849673,2.54480241065815,0.0,26.568106877960254,1.6712451235447636,12.781182913969612,0.0,47.0,6
1627903903.5999966,148.81630018615124,2.5590547276545124,0.0,26.678015660934292,1.0990914983540507,10.514635403035184,0.0,47.0,6
1627903903.6999965,151.364291774173,2.547991588021773,0.0,26.694621311652174,0.16605666554279258,7.404290412148823,0.0,47.0,6
1627903903.7999964,154.13082594232037,2.766534168147359,0.21623666927757768,26.7085783200484,0.13957021706678624,6.874747116210158,0.0,47.21623666927758,6
1627903903.8999965,157.18419471847943,3.0533687761590613,0.5054286919322806,26.707879541322544,-0.006987777262456646,5.951609866489827,0.0,47.72166536120986,6
1627903903.9999962,160.02477358899424,2.840578870514804,0.27833463879014175,26.83904799088409,1.3116888738494248,10.858187983859027,0.0,48.0,6
1627903904.099996,162.58383777764266,2.5590641886484207,0.0,27.0409573576283,2.0190955930017163,14.692260405953872,0.0,48.0,6
1627903904.199996,165.15164740326668,2.5678096256240224,0.0,27.17552833260157,1.3457110331027338,11.76955866022595,0.0,48.0,6
1627903904.299996,167.7282540788609,2.5766066755942347,0.0,27.24027592186192,0.6474765100852132,9.14939549334062,0.0,48.0,6
1627903904.3999958,170.5550586391841,2.8268045603231826,0.25349350416566807,27.302890576474862,0.6261471432698824,8.563740631123519,0.0,48.25349350416567,6
1627903904.4999957,173.63967171881993,3.0846130796358295,0.4881827260389713,27.33795931019885,0.35068767168171555,7.251367453390822,0.0,48.74167623020464,6
1627903904.5999956,176.4943803030528,2.854708584232867,0.25832376979536065,27.36763748115639,0.2967819926087483,7.503336966077036,0.0,49.0,6
1627903904.6999955,179.08519823653282,2.590817933480025,0.0,27.385821156005434,0.18183692190364925,7.704684729834303,0.0,49.0,6
1627903904.7999954,174.58824979206477,-4.496948444468046,-7.099723492463681,27.36007790077968,,,0.0,41.90027650753632,7
